KIDS_TILE,DMAG_R
KIDS_139.0_0.5,0.03109003603458405
KIDS_211.0_1.5,0.01532463729381561
KIDS_39.2_-33.1,0.01249118894338608
KIDS_356.4_-35.1,0.01403415948152542
KIDS_178.5_2.5,0.00410471111536026
KIDS_332.0_-35.1,0.05305228382349014
KIDS_10.5_-31.2,0.0203985832631588
KIDS_132.0_0.5,0.04320791363716125
KIDS_19.2_-28.2,-0.08890286087989807
KIDS_14.8_-29.2,0.03438013792037964
KIDS_18.2_-29.2,-0.2305132299661636
KIDS_27.6_-30.2,-0.01757817342877388
KIDS_176.5_-2.5,0.01123036816716194
KIDS_343.9_-30.2,0.02747086621820927
KIDS_229.0_0.5,-0.05782436951994896
KIDS_11.5_-30.2,0.03926005214452744
KIDS_167.0_-0.5,0.01393233984708786
KIDS_185.0_-1.5,-0.01252145878970623
KIDS_229.0_1.5,-0.01954121515154839
KIDS_161.0_-0.5,-0.04339475929737091
KIDS_216.0_-0.5,0.005766173824667931
KIDS_161.0_0.5,0.0187699943780899
KIDS_184.0_-0.5,0.01323240250349045
KIDS_218.0_-0.5,0.007713831961154938
KIDS_50.8_-28.2,0.05189306288957596
KIDS_224.6_2.5,0.0328499972820282
KIDS_339.6_-34.1,0.03315816074609756
KIDS_222.0_-1.5,0.007279850542545319
KIDS_214.6_2.5,0.01197976991534233
KIDS_42.0_-34.1,-0.03722743317484856
KIDS_33.4_-30.2,0.02991358935832977
KIDS_333.9_-33.1,0.09772675484418869
KIDS_334.9_-29.2,0.03922026976943016
KIDS_184.0_-1.5,-0.01681689731776714
KIDS_166.5_2.5,0.02833424136042595
KIDS_334.5_-35.1,0.04785627871751785
KIDS_358.9_-28.2,0.03439539298415184
KIDS_12.9_-32.1,-0.00165104307234287
KIDS_36.8_-33.1,-0.03168755397200584
KIDS_201.0_0.5,-0.0482705682516098
KIDS_4.7_-31.2,0.02079064771533012
KIDS_238.0_-0.5,0.02012787945568562
KIDS_225.6_2.5,-0.00367633253335952
KIDS_228.0_0.5,-0.02759499847888947
KIDS_351.8_-32.1,0.03842705860733986
KIDS_1.2_-32.1,0.04147933423519135
KIDS_132.0_-1.5,0.04111507534980774
KIDS_172.0_-1.5,-0.0049454141408205
KIDS_167.0_1.5,0.02973467111587524
KIDS_160.4_2.5,0.008127443492412567
KIDS_349.7_-29.2,-0.01383805274963379
KIDS_1.1_-28.2,0.03409238904714584
KIDS_231.0_0.5,0.03265298902988434
KIDS_13.1_-33.1,0.0346105769276619
KIDS_43.8_-35.1,0.0372810885310173
KIDS_6.9_-30.2,0.0633014664053917
KIDS_170.5_2.5,-0.09385481476783752
KIDS_173.0_1.5,0.02369044721126556
KIDS_237.0_1.5,0.010370172560215
KIDS_50.6_-32.1,0.01630587503314018
KIDS_334.1_-32.1,-0.04920876771211624
KIDS_180.5_-2.5,0.04008135572075844
KIDS_141.4_2.5,0.02231977507472038
KIDS_190.0_-0.5,0.000903643667697906
KIDS_21.6_-34.1,-0.00742706656455993
KIDS_9.4_-32.1,0.02344055101275444
KIDS_133.0_-1.5,-0.00449825450778007
KIDS_46.3_-28.2,0.05891793593764305
KIDS_48.0_-34.1,0.02975016459822655
KIDS_219.0_1.5,0.01580245047807693
KIDS_131.4_2.5,0.01000329293310642
KIDS_201.6_-2.5,-0.00758863985538482
KIDS_346.2_-30.2,0.008408373221755028
KIDS_48.9_-26.2,0.01080271601676941
KIDS_48.9_-31.2,0.02745096385478973
KIDS_223.6_-2.5,0.0316341295838356
KIDS_355.5_-28.2,0.007642298936843872
KIDS_24.5_-31.2,0.03412928432226181
KIDS_6.8_-29.2,0.05930203199386597
KIDS_137.0_0.5,0.01519892364740372
KIDS_172.5_-2.5,0.02565313503146172
KIDS_40.3_-30.2,0.02469839528203011
KIDS_1.2_-34.1,-0.04317191243171692
KIDS_44.3_-31.2,0.02291934564709663
KIDS_137.4_2.5,0.02022325992584229
KIDS_332.9_-28.2,0.01517697982490063
KIDS_28.8_-30.2,0.002339990809559822
KIDS_219.6_-2.5,0.04358875751495361
KIDS_204.0_-1.5,0.01901227235794067
KIDS_210.0_1.5,-0.052801214158535
KIDS_164.0_-0.5,0.008147886022925377
KIDS_21.4_-28.2,0.0286987666040659
KIDS_178.5_-2.5,-0.01951444149017334
KIDS_0.0_-29.2,-0.06109040230512619
KIDS_224.0_-0.5,0.04943471401929855
KIDS_159.4_2.5,0.03284142166376114
KIDS_47.8_-29.2,0.03602971881628036
KIDS_34.2_-29.2,0.03032157197594643
KIDS_40.4_-33.1,0.03953405097126961
KIDS_38.7_-29.2,0.1231067106127739
KIDS_209.6_2.5,0.02473616227507591
KIDS_12.4_-28.2,-0.08497212827205658
KIDS_341.4_-31.2,0.0271313488483429
KIDS_351.7_-33.1,0.0323416143655777
KIDS_353.2_-29.2,0.04946483671665192
KIDS_5.6_-28.2,0.0509372316300869
KIDS_47.8_-31.2,0.01321441680192947
KIDS_209.0_-0.5,-0.05575649440288544
KIDS_355.3_-32.1,0.02510212734341621
KIDS_215.0_1.5,0.03122007101774216
